ID0004,2015-11-07,13:05:43,1348.2484,10044.36052,29.2,,16
ID0004,2015-11-07,13:05:43,1348.25698,10044.36328,28.9,17.3,28
ID0004,2015-11-07,13:05:44,1348.25698,10044.36328,28.9,17.3,28
ID0004,2015-11-07,13:05:45,1348.2559,10044.36736,27.8,105.2,20
ID0004,2015-11-07,13:05:46,1348.25608,10044.37102,24.9,87.1,11
ID0004,2015-11-07,13:05:47,1348.2571,10044.37468,23.5,74,9
ID0004,2015-11-07,13:05:48,1348.25686,10044.37834,20.9,93.9,4
ID0004,2015-11-07,13:05:49,1348.2565,10044.38248,24.7,95.1,-4
ID0004,2015-11-07,13:05:50,1348.25644,10044.38662,26.1,90.9,-8
ID0004,2015-11-07,13:05:51,1348.2562,10044.3907,26.5,93.5,-10
ID0004,2015-11-07,13:05:52,1348.25818,10044.39532,30.1,66.2,-12
ID0004,2015-11-07,13:05:53,1348.26022,10044.39988,31.3,65.3,-17
ID0004,2015-11-07,13:05:54,1348.26322,10044.40444,32.4,55.9,-14
ID0004,2015-11-07,13:05:55,1348.26676,10044.409,36.3,51.4,-9
ID0004,2015-11-07,13:05:56,1348.2709,10044.41362,36.8,47.3,-1
ID0004,2015-11-07,13:05:57,1348.2748,10044.4177,34.3,45.5,8
ID0004,2015-11-07,13:05:58,1348.27798,10044.42136,29.8,48.2,13
ID0004,2015-11-07,13:05:59,1348.2796,10044.42502,26.1,65.5,12
ID0004,2015-11-07,13:06:00,1348.28038,10044.42874,23.9,77.8,10
ID0004,2015-11-07,13:06:01,1348.2802,10044.43192,22.8,93.3,10
ID0004,2015-11-07,13:06:02,1348.2793,10044.4351,24.2,106.2,10
ID0004,2015-11-07,13:06:03,1348.27768,10044.43876,25.4,114.5,9
ID0004,2015-11-07,13:06:04,1348.27612,10044.44152,23,120.2,9
ID0004,2015-11-07,13:06:05,1348.27462,10044.44428,19.3,119.2,10
ID0004,2015-11-07,13:06:06,1348.27354,10044.44656,16.1,116,11
ID0004,2015-11-07,13:06:07,1348.273,10044.44842,13.5,106.6,12
ID0004,2015-11-07,13:06:08,1348.2733,10044.45022,11.4,80.3,14
ID0004,2015-11-07,13:06:09,1348.2739,10044.4516,9.2,65.9,14
ID0004,2015-11-07,13:06:10,1348.2745,10044.4525,7.3,55.5,14
ID0004,2015-11-07,13:06:11,1348.2748,10044.45298,4.9,57.2,14
ID0004,2015-11-07,13:06:45,1348.27888,10044.45346,4.1,6.5,24
ID0004,2015-11-07,13:06:46,1348.279,10044.45388,3.6,73.6,25
ID0004,2015-11-07,13:06:47,1348.27906,10044.45436,3.3,82.7,25
ID0004,2015-11-07,13:08:28,1348.27648,10044.45574,6.5,152.6,11
ID0004,2015-11-07,13:08:29,1348.27648,10044.45712,11.6,90,11
ID0004,2015-11-07,13:08:30,1348.27624,10044.4594,16.7,96.2,10
ID0004,2015-11-07,13:08:31,1348.2754,10044.46168,17.1,110.8,10
ID0004,2015-11-07,13:08:32,1348.27384,10044.46396,19.2,125.2,10
ID0004,2015-11-07,13:08:33,1348.27132,10044.46624,23.6,138.7,9
ID0004,2015-11-07,13:08:34,1348.2679,10044.4681,28.3,152.2,10
ID0004,2015-11-07,13:08:35,1348.26382,10044.4708,34,147.3,10
ID0004,2015-11-07,13:08:36,1348.25884,10044.47314,38.9,155.5,11
ID0004,2015-11-07,13:08:37,1348.25338,10044.47632,40,150.5,11
ID0004,2015-11-07,13:08:38,1348.24792,10044.47908,40.8,153.9,11
ID0004,2015-11-07,13:08:39,1348.24222,10044.48184,40,154.8,11
ID0004,2015-11-07,13:08:40,1348.237,10044.48454,38.5,153.3,11
ID0004,2015-11-07,13:08:41,1348.23208,10044.4873,35.2,151.4,11
ID0004,2015-11-07,13:08:42,1348.2277,10044.48958,29.7,153.2,12
ID0004,2015-11-07,13:08:43,1348.22434,10044.49144,23,151.7,12
ID0004,2015-11-07,13:08:44,1348.2217,10044.49282,16.3,153.1,12
ID0004,2015-11-07,13:08:45,1348.2199,10044.49372,10.3,154.1,12
ID0004,2015-11-07,13:08:46,1348.21858,10044.49462,9.5,146.5,12
ID0004,2015-11-07,13:08:47,1348.21702,10044.49552,13.8,150.7,11
ID0004,2015-11-07,13:08:48,1348.21468,10044.49648,18.8,158.3,11
ID0004,2015-11-07,13:08:49,1348.2118,10044.49828,24,148.7,10
ID0004,2015-11-07,13:08:50,1348.2082,10044.50014,28.9,153.4,10
ID0004,2015-11-07,13:08:51,1348.20412,10044.50242,29.6,151.5,10
ID0004,2015-11-07,13:08:52,1348.19998,10044.50422,31.3,157.1,10
ID0004,2015-11-07,13:08:53,1348.19548,10044.50656,35,153.2,9
ID0004,2015-11-07,13:08:54,1348.1905,10044.50926,39.4,152.2,9
ID0004,2015-11-07,13:08:55,1348.1848,10044.5125,43.5,151.1,8
ID0004,2015-11-07,13:08:56,1348.17862,10044.51568,47.9,153.4,8
ID0004,2015-11-07,13:08:57,1348.17202,10044.51982,50.7,148.7,8
ID0004,2015-11-07,13:08:58,1348.16512,10044.52348,51.4,152.7,8
ID0004,2015-11-07,13:08:59,1348.15786,10044.52714,53.8,153.9,7
ID0004,2015-11-07,13:09:00,1348.1506,10044.53128,56.2,151,7
ID0004,2015-11-07,13:09:01,1348.14298,10044.53584,57.1,149.8,7
ID0004,2015-11-07,13:09:02,1348.13524,10044.53992,58.9,152.9,6
ID0004,2015-11-07,13:09:03,1348.12708,10044.54454,59.3,151.2,6
ID0004,2015-11-07,13:09:04,1348.11934,10044.54862,58.9,152.9,6
ID0004,2015-11-07,13:09:05,1348.11142,10044.55276,59.5,153.1,6
ID0004,2015-11-07,13:09:06,1348.10338,10044.55732,60.1,151.2,7
ID0004,2015-11-07,13:09:07,1348.0954,10044.56194,61,150.7,8
ID0004,2015-11-07,13:09:08,1348.08724,10044.5665,62.1,151.5,8
ID0004,2015-11-07,13:09:09,1348.07878,10044.57106,63.1,152.4,8
ID0004,2015-11-07,13:09:10,1348.07026,10044.57568,64.3,152.2,8
ID0004,2015-11-07,13:09:11,1348.06156,10044.58066,65.6,150.9,8
ID0004,2015-11-07,13:09:12,1348.05274,10044.58528,67.6,153,8
ID0004,2015-11-07,13:09:13,1348.0435,10044.59032,69.6,152.1,9
ID0004,2015-11-07,13:09:14,1348.03402,10044.59578,71.9,150.8,9
ID0004,2015-11-07,13:09:15,1348.02436,10044.60082,71.3,153.1,9
ID0004,2015-11-07,13:09:16,1348.01476,10044.60586,70.8,153,9
ID0004,2015-11-07,13:09:17,1348.00528,10044.61138,70.9,150.5,9
ID0004,2015-11-07,13:09:18,1347.9958,10044.61642,70.6,152.7,8
ID0004,2015-11-07,13:09:19,1347.98626,10044.6214,70.5,153.1,8
ID0004,2015-11-07,13:09:20,1347.97678,10044.62644,70.2,152.7,7
ID0004,2015-11-07,13:09:21,1347.96742,10044.63148,70.7,152.4,7
ID0004,2015-11-07,13:09:22,1347.9577,10044.637,72.8,151.1,6
ID0004,2015-11-07,13:09:23,1347.9478,10044.64246,74.9,151.8,6
ID0004,2015-11-07,13:09:24,1347.93772,10044.64798,76.6,152,5
ID0004,2015-11-07,13:09:25,1347.9274,10044.6535,76.6,152.6,5
ID0004,2015-11-07,13:09:26,1347.91732,10044.65944,75.2,150.2,5
ID0004,2015-11-07,13:09:27,1347.9073,10044.6649,74.1,152.1,4
ID0004,2015-11-07,13:09:28,1347.89758,10044.67042,73,151.1,4
ID0004,2015-11-07,13:09:29,1347.88798,10044.67588,72,151.1,4
ID0004,2015-11-07,13:09:30,1347.87868,10044.6814,71.3,150,4
ID0004,2015-11-07,13:09:31,1347.86938,10044.68686,70.2,150.3,3
ID0004,2015-11-07,13:09:32,1347.8602,10044.6919,69.2,151.9,3
ID0004,2015-11-07,13:09:33,1347.85102,10044.69742,68.8,149.7,3
ID0004,2015-11-07,13:09:34,1347.84178,10044.70246,69.1,152.1,2
ID0004,2015-11-07,13:09:35,1347.83254,10044.7075,70.5,152.1,2
ID0004,2015-11-07,13:09:36,1347.82306,10044.71254,71.7,152.7,1
ID0004,2015-11-07,13:09:37,1347.81346,10044.718,71.9,151.1,1
ID0004,2015-11-07,13:09:38,1347.80392,10044.72352,72.1,150.7,0
ID0004,2015-11-07,13:09:39,1347.79444,10044.72856,71.3,152.7,0
