ID0004,2015-11-07,12:34:26,1344.19228,10037.96692,46.1,,25
ID0004,2015-11-07,12:34:28,1344.19144,10037.97424,48.3,96.7,26
ID0004,2015-11-07,12:34:29,1344.1936,10037.98612,52.1,79.4,14
ID0004,2015-11-07,12:34:30,1344.1933,10037.9953,53.8,91.9,10
ID0004,2015-11-07,12:34:31,1344.19264,10038.004,54.7,94.5,7
ID0004,2015-11-07,12:34:32,1344.19198,10038.01222,53.9,94.7,7
ID0004,2015-11-07,12:34:33,1344.19132,10038.0205,52.3,94.7,7
ID0004,2015-11-07,12:34:34,1344.19048,10038.02872,50.7,96,6
ID0004,2015-11-07,12:34:35,1344.18946,10038.03652,49,97.7,6
ID0004,2015-11-07,12:34:36,1344.1876,10038.05116,46.4,97.5,4
ID0004,2015-11-07,12:34:37,1344.1876,10038.05116,46.4,97.5,4
ID0004,2015-11-07,12:34:38,1344.18664,10038.058,46.1,98.2,4
ID0004,2015-11-07,12:34:39,1344.18598,10038.0649,46,95.6,4
ID0004,2015-11-07,12:34:40,1344.18514,10038.07222,46.9,96.7,4
ID0004,2015-11-07,12:34:41,1344.18436,10038.07954,48.5,96.3,4
ID0004,2015-11-07,12:34:42,1344.18352,10038.08734,49.9,96.3,4
ID0004,2015-11-07,12:34:43,1344.18262,10038.09508,51.9,96.8,4
ID0004,2015-11-07,12:34:44,1344.18172,10038.10288,52.9,96.8,4
ID0004,2015-11-07,12:34:45,1344.18058,10038.1111,51.9,98.1,4
ID0004,2015-11-07,12:34:46,1344.17968,10038.1189,51.6,96.8,4
ID0004,2015-11-07,12:34:47,1344.17878,10038.1267,51.4,96.8,4
ID0004,2015-11-07,12:34:48,1344.178,10038.13492,51.6,95.6,4
ID0004,2015-11-07,12:34:49,1344.1771,10038.14272,52,96.8,4
ID0004,2015-11-07,12:34:50,1344.1762,10038.15046,50.2,96.8,4
ID0004,2015-11-07,12:34:51,1344.1753,10038.15826,48.7,96.8,4
ID0004,2015-11-07,12:34:52,1344.17446,10038.16558,48.4,96.7,4
ID0004,2015-11-07,12:34:53,1344.17362,10038.1729,47.3,96.7,4
ID0004,2015-11-07,12:34:54,1344.17284,10038.1798,45.8,96.6,4
ID0004,2015-11-07,12:34:55,1344.17206,10038.18664,44.3,96.7,4
ID0004,2015-11-07,12:34:56,1344.17128,10038.19354,40.3,96.6,4
ID0004,2015-11-07,12:34:57,1344.17056,10038.199,36.9,97.7,4
ID0004,2015-11-07,12:34:58,1344.1699,10038.20452,35.1,97,4
